0,1
一般規格 GENERAL SPECIFICATION,一般規格 GENERAL SPECIFICATION
品牌,ASUS
發表日期,約 2012 年 3 月
推出日期,約 2012 年 3 月
價格,"約 HK$4,698更新日期：2012-05-12"
網絡系統,HSUPA+ 900 2100/ EDGE / GSM
操作系統,Android
中央處理器,4 核 1.2 GHz Terga 3
操作系統及版本,Android OS 4.0
機身顏色,白色
尺寸,263 x 180.8 x 9.9 mm
重量,635 gram
操控,輕觸式
電池種類,25 whr 、 鍵鍵座 16 whr
可更換電池,不詳
通話時間,-
備用時間,10 小時 (插鍵盤座)
RAM 容量,32G SSD
ROM 容量,-
可擴充記憶,"sdhc, microsd"
最大支援記憶體,32G
螢幕規格 SCREEN SPECIFICATION,螢幕規格 SCREEN SPECIFICATION
螢幕尺寸,10.1 吋
螢幕類別,PLS
螢幕解像度,1280 x 800
相機規格 CAMERA SPECIFICATION,相機規格 CAMERA SPECIFICATION
數碼相機,-
像素,800 萬像素
自動對焦,-
光學防震,不詳
光學變焦,-
數碼變焦,-
視像鏡頭,120萬
閃光燈,支援
短片拍攝,支援
短片解像度,1080
多媒體功能 MULTIMEDIA SPECIFICATION,多媒體功能 MULTIMEDIA SPECIFICATION
音樂播放格式,MP3、AAC、AAC+、eAAC+、WMA、FLAC、OGG
短片播放格式,MPEG4、H.263、H.264、WMV、DivX 、Xvid
收音機,立體聲 FM 收音機
串流播放格式,支援
聲控功能,支援
來電提示,-
Apps 下載,-
連接 CONNECTIVITY,連接 CONNECTIVITY
NFC,不詳
藍牙支援,藍牙 v3.0、A2DP
紅外線支援,不支援
流動數據,LTE、HSDPA、UMTS、EDGE、GPRS
wifi 功能,Wi-Fi (802.11 b/g/n)
gps 功能,GPS、AGPS
電腦連線,microUSB 2.0
視頻輸出,-
