0,1
一般規格 GENERAL SPECIFICATION,一般規格 GENERAL SPECIFICATION
品牌,Samsung
發表日期,約 2012 年 2 月
推出日期,約 2012 年 2 月
價格,"約 HK$5,698更新日期：2012-04-24"
網絡系統,LTE 800 / 1800 / 2600 / HSUPA+ 900 2100/ EDGE / GSM
操作系統,Android
中央處理器,1.5 GHz 雙核 / 1 GB RAM
操作系統及版本,Android OS 2.3 Gingerbread
機身顏色,黑色
尺寸,130.82 x 69.97 x 9.39 mm
重量,132 gram
操控,輕觸式
電池種類,鋰電池 (1850mAh)
可更換電池,不詳
通話時間,-
備用時間,-
RAM 容量,16G
ROM 容量,-
可擴充記憶,microsd
最大支援記憶體,32G
螢幕規格 SCREEN SPECIFICATION,螢幕規格 SCREEN SPECIFICATION
螢幕尺寸,4.5 吋
螢幕類別,Super AMOLED PLUS
螢幕解像度,800 x 480
相機規格 CAMERA SPECIFICATION,相機規格 CAMERA SPECIFICATION
數碼相機,-
像素,800 萬像素
自動對焦,-
光學防震,不詳
光學變焦,-
數碼變焦,-
視像鏡頭,200 萬像
閃光燈,支援
短片拍攝,支援
短片解像度,1080
多媒體功能 MULTIMEDIA SPECIFICATION,多媒體功能 MULTIMEDIA SPECIFICATION
音樂播放格式,MP3、AAC、AAC+、eAAC+、WMA、FLAC、OGG
短片播放格式,MPEG4、H.263、H.264、WMV、DivX 、Xvid
收音機,不支援
串流播放格式,支援
聲控功能,支援
來電提示,-
Apps 下載,-
連接 CONNECTIVITY,連接 CONNECTIVITY
NFC,不詳
藍牙支援,藍牙 v3.0、A2DP
紅外線支援,不支援
流動數據,LTE、HSDPA、UMTS、EDGE、GPRS
wifi 功能,Wi-Fi (802.11 b/g/n)
gps 功能,GPS、AGPS
電腦連線,microUSB 2.0
視頻輸出,-
