0,1
一般規格 GENERAL SPECIFICATION,一般規格 GENERAL SPECIFICATION
品牌,HTC
發表日期,約 2012 年 6 月
推出日期,約 2012 年 6 月
價格,"約 HK$1,898更新日期：2013-04-30"
網絡系統,HSPA/WCDMA: 900/2100 MHz GSM/GPRS/EDGE: 900/1800/1900 MHz
操作系統,Android
中央處理器,1GHz
操作系統及版本,Android 4.0
機身顏色,黑色、白色
尺寸,118.5 x 62.3 x 9.3 mm
重量,114 gram
操控,輕觸式
電池種類,1650 mAh
可更換電池,不詳
通話時間,-
備用時間,-
RAM 容量,512 MB RAM / 4GB ROM
ROM 容量,-
可擴充記憶,microsd
最大支援記憶體,32GB
螢幕規格 SCREEN SPECIFICATION,螢幕規格 SCREEN SPECIFICATION
螢幕尺寸,4 吋
螢幕類別,SLCD
螢幕解像度,480 x 800
相機規格 CAMERA SPECIFICATION,相機規格 CAMERA SPECIFICATION
數碼相機,-
像素,500 萬像素
自動對焦,支援
光學防震,不詳
光學變焦,不支援
數碼變焦,-
視像鏡頭,不支援
閃光燈,LED
短片拍攝,-
多媒體功能 MULTIMEDIA SPECIFICATION,多媒體功能 MULTIMEDIA SPECIFICATION
音樂播放格式,MP3、AAC+、WMA、WAV
短片播放格式,MPEG4
收音機,不詳
串流播放格式,支援
聲控功能,支援
來電提示,震動提示 / 來電響鈴
Apps 下載,-
連接 CONNECTIVITY,連接 CONNECTIVITY
NFC,不詳
藍牙支援,Bluetooth v3.0 with A2DP
紅外線支援,不支援
流動數據,雙卡雙待: SIM卡槽 1 支援HSPA/WCDMA與GSM/GPRS/EDGE，SIM卡槽 2 支援GSM/GPRS。
wifi 功能,Wi-Fi (802.11 b/g/n)
gps 功能,不詳
電腦連線,usb 2.0
視頻輸出,不支援
附加資料 MORE INFORMATION,附加資料 MORE INFORMATION
指紋功能,不詳
參考網址,http://www.htc.com/hk-tc/smartphones/htc-desire-v/#specs
