0,1
一般規格 GENERAL SPECIFICATION,一般規格 GENERAL SPECIFICATION
品牌,HTC
發表日期,約 2009 年 6 月
推出日期,約 2009 年 6 月
價格,"約 HK$5,198更新日期：2009-12-24"
網絡系統,HSDPA / UMTS / GSM 850 / GSM 900 / GSM 1800 / GSM 1900
操作系統,Android
中央處理器,Qualcomm MSM7200A 528Mhz
操作系統及版本,Windows Mobile 6.1 Professional
機身顏色,黑色、灰色
尺寸,116 x 59.2 x 16.65 mm
重量,179 gram
操控,輕觸式、全 QWERTY 鍵盤
電池種類,鋰電池 (1500mAh)
可更換電池,不詳
通話時間,390 分鐘
備用時間,750 小時
RAM 容量,RAM: 288MB / ROM: 512MB
ROM 容量,-
可擴充記憶,microsd
螢幕規格 SCREEN SPECIFICATION,螢幕規格 SCREEN SPECIFICATION
螢幕尺寸,3.6 吋
螢幕類別,TFT
螢幕解像度,480 x 800
螢幕備註,TouchFLO 3D
相機規格 CAMERA SPECIFICATION,相機規格 CAMERA SPECIFICATION
數碼相機,支援
像素,320 萬像素
自動對焦,支援
光學防震,不詳
光學變焦,-
數碼變焦,-
視像鏡頭,支援
閃光燈,-
短片拍攝,支援
多媒體功能 MULTIMEDIA SPECIFICATION,多媒體功能 MULTIMEDIA SPECIFICATION
音樂播放格式,MP3、AAC、AAC+、WMA
短片播放格式,MPEG4
收音機,-
串流播放格式,支援
來電提示,震動提示、來電響鈴
Apps 下載,-
連接 CONNECTIVITY,連接 CONNECTIVITY
NFC,不詳
藍牙支援,藍牙 v2.0、A2DP
紅外線支援,-
流動數據,HSDPA、UMTS、EDGE、GPRS
wifi 功能,Wi-Fi (802.11 b/g)
gps 功能,GPS
電腦連線,USB
視頻輸出,支援
